,ts_code,name,enname,list_status,list_date,delist_date
2104,300701.SZ,森霸传感,"Senba Sensing Technology Co.,Ltd.",L,20170915,
2105,300702.SZ,天宇股份,"Zhejiang Tianyu Pharmaceutical Co., Ltd.",L,20170919,
2106,300703.SZ,创源文化,"Cre8 Direct (Ningbo) Co.,Ltd.",L,20170919,
2107,300705.SZ,九典制药,"Hunan Jiudian Pharmaceutical Co., Ltd.",L,20171010,
2108,300706.SZ,阿石创,"Fujian Acetron New Materials Co.,Ltd",L,20170926,
2109,300707.SZ,威唐工业,"Vt Industrial Technology Co., Ltd",L,20171010,
2110,300708.SZ,聚灿光电,"Focus Lightings Tech Co.,Ltd.",L,20171016,
2111,300709.SZ,精研科技,"Jiangsu Gian Technology Co., Ltd.",L,20171019,
2112,300710.SZ,万隆光电,"Hangzhou Prevail Optoelectronic Equipment Co.,Ltd.",L,20171019,
2113,300711.SZ,广哈通信,Ght Co. Ltd.,L,20171101,
2114,300712.SZ,永福股份,"Fujian Yongfu Power Engineering Co.,Ltd",L,20171031,
2115,300713.SZ,英可瑞,"Shenzhen Increase Technology Co., Ltd",L,20171101,
2116,300715.SZ,凯伦股份,"Jiangsu Canlon Building Materials Co.,Ltd.",L,20171026,
2117,300716.SZ,国立科技,"GUANGDONG GUOLI SCI&TECH CO.,LTD.",L,20171109,
2118,300717.SZ,华信新材,"Jiangsu Huaxin New Material Co.,Ltd.",L,20171106,
2119,300718.SZ,长盛轴承,"Zhejiang Changsheng Sliding Bearings Co.,Ltd.",L,20171106,
2120,300719.SZ,安达维尔,"Beijing Andawell Science & Technology Co.,Ltd.",L,20171109,
2121,300720.SZ,海川智能,"Guangdong High Dream Intellectualized Machinery Co., Ltd.",L,20171106,
2122,300721.SZ,怡达股份,"Jiangsu Yida Chemical Co.,Ltd.",L,20171115,
2123,300722.SZ,新余国科,"Jiangxi Xinyu Guoke Technology Co.,Ltd",L,20171110,
2124,300723.SZ,一品红,"Yipinhong Pharmaceutical Co., Ltd",L,20171116,
2125,300724.SZ,捷佳伟创,Shenzhen S.C New Energy Technology Corporation,L,20180810,
2126,300725.SZ,药石科技,"Pharmablock Sciences (Nanjing), Inc.",L,20171110,
2127,300726.SZ,宏达电子,"Zhuzhou Hongda Electronics Corp.,Ltd.",L,20171121,
2128,300727.SZ,润禾材料,"Ningbo Runhe High-Tech Materials Co.,Ltd.",L,20171127,
2129,300729.SZ,乐歌股份,Loctek Ergonomic Technology Corp.,L,20171201,
2130,300730.SZ,科创信息,"Hunan Creator Information Technologies Co., Ltd.",L,20171205,
2131,300731.SZ,科创新源,"Shenzhen Cotran New Material Co., Ltd.",L,20171208,
2132,300732.SZ,设研院,"Henan Provincial Communications Planning & Design Institute Co., Ltd",L,20171212,
2133,300733.SZ,西菱动力,Chengdu Xiling Power Science & Technology Incorporated Company,L,20180116,
2134,300735.SZ,光弘科技,"DBG Technology Co., Ltd.",L,20171229,
2135,300736.SZ,百邦科技,Bybon Group Company Limited,L,20180109,
2136,300737.SZ,科顺股份,"Keshun Waterproof Technologies Co., Ltd.",L,20180125,
2137,300738.SZ,奥飞数据,"Guangdong Aofei Data Technology Co., Ltd.",L,20180119,
2138,300739.SZ,明阳电路,"Sunshine Global Circuits Co.,Ltd.",L,20180201,
2139,300740.SZ,御家汇,"Yujiahui Co., Ltd.",L,20180208,
2140,300741.SZ,华宝股份,"Huabao Flavours & Fragrances Co.,Ltd",L,20180301,
2141,300742.SZ,越博动力,"Nanjng YueBoo Power System Co., Ltd.",L,20180508,
2142,300743.SZ,天地数码,"Hangzhou Todaytec Digital Co., Ltd",L,20180427,
2143,300745.SZ,欣锐科技,"Shinry Technologies Co.,Ltd",L,20180523,
2144,300746.SZ,汉嘉设计,"Hanjia Design Group Co.,Ltd.",L,20180525,
2145,300747.SZ,锐科激光,"Wuhan Raycus Fiber Laser Technologies Co., Ltd.",L,20180625,
2146,300748.SZ,金力永磁,"Jl Mag Rare-Earth Co.,Ltd.",L,20180921,
2147,300749.SZ,顶固集创,"Guangdong Topstrong Living Innovation & Integration Co.,Ltd.",L,20180925,
2148,300750.SZ,宁德时代,"Contemporary Amperex Technology Co., Limited",L,20180611,
2149,300751.SZ,迈为股份,"Suzhou Maxwell Technologies Co., Ltd.",L,20181109,
2150,300752.SZ,隆利科技,"Shenzhen Longli Technology Co.,Ltd",L,20181130,
2151,300753.SZ,爱朋医疗,"Jiangsu Apon Medical Technology Co., Ltd.",L,20181213,
2152,300755.SZ,华致酒行,"Vats Liquor Chain Store Management Joint Stock Co., Ltd.",L,20190129,
2153,300756.SZ,中山金马,Jinma Technology Entertainment Corporation Limited,L,20181228,
2154,300757.SZ,罗博特科,"RoboTechnik Intelligent Technology Co., LTD",L,20190108,
2155,300758.SZ,七彩化学,"Anshan Hifichem Co.,Ltd.",L,20190222,
2156,300759.SZ,康龙化成,"Pharmaron Beijing Co., Ltd.",L,20190128,
2157,300760.SZ,迈瑞医疗,"Shenzhen Mindray Bio-Medical Electronics Co., Ltd.",L,20181016,
2158,300761.SZ,立华股份,"JIANGSU LIHUA ANIMAL HUSBANDRY CO., LTD.",L,20190218,
2159,300762.SZ,上海瀚讯,"Jushri Technologies,Inc.",L,20190314,
2160,300763.SZ,锦浪科技,"Ginlong Technologies Co., Ltd.",L,20190319,
2161,300765.SZ,新诺威,"CSPC Innovation Pharmaceutical Co.,Ltd.",L,20190322,
2162,300766.SZ,每日互动,"Zhejiang Merit Interactive Network Technology Co.,Ltd.",L,20190325,
2163,300767.SZ,震安科技,"QuakeSafe Technologies Co., Ltd.",L,20190329,
2164,300768.SZ,迪普科技,"Hangzhou DPtech Technologies Co.,Ltd.",L,20190412,
2165,300769.SZ,德方纳米,"Shenzhen Dynanonic Co.,Ltd",L,20190415,
2166,300770.SZ,新媒股份,"Guangdong South New Media Co.,Ltd",L,20190419,
2167,300771.SZ,智莱科技,"Shenzhen Zhilai Sci and Tech Co., Ltd.",L,20190422,
2168,300772.SZ,运达股份,"Zhejiang Windey Co.,Ltd",L,20190426,
2169,300773.SZ,拉卡拉,"Lakala Payment Co.,Ltd.",L,20190425,
2170,300775.SZ,三角防务,"Xi'an Triangle Defense Co.,Ltd",L,20190521,
2171,300776.SZ,帝尔激光,"Wuhan Dr Laser Technology Corp., Ltd",L,20190517,
2172,300777.SZ,中简科技,"Sinofibers Technology Co.,Ltd.",L,20190516,
2173,300778.SZ,新城市,"Shenzhen New Land Tool Planning & Architectural Design Co.,Ltd.",L,20190510,
2174,300779.SZ,惠城环保,"Qingdao Huicheng Environmental Technology Co., Ltd.",L,20190522,
2175,300780.SZ,德恩精工,"Sichuan Dawn Precision Technology Co.,Ltd",L,20190531,
2176,300781.SZ,因赛集团,"Guangdong Insight Brand Marketing Group Co.,Ltd.",L,20190606,
2177,300782.SZ,卓胜微,Maxscend Microelectronics Company Limited,L,20190618,
2178,300783.SZ,三只松鼠,Three Squirrels Inc.,L,20190712,
2179,300785.SZ,值得买,"Beijing Zhidemai Technology Co., Ltd.",L,20190715,
2180,300786.SZ,国林科技,"Qingdao Guolin Environmental Technology Co., Ltd.",L,20190723,
2181,300787.SZ,海能实业,Anfu CE LINK Limited,L,20190815,
2182,300788.SZ,中信出版,Citic Press Corporation,L,20190705,
2183,300789.SZ,唐源电气,"Chengdu TangYuan Electric Co.,Ltd.",L,20190828,
2184,300790.SZ,宇瞳光学,"DongGuan YuTong Optical Technology Co.,Ltd.",L,20190920,
2185,300791.SZ,仙乐健康,"Sirio Pharma Co., Ltd.",L,20190925,
2186,300792.SZ,壹网壹创,Hangzhou Onechance Tech Corp.,L,20190927,
2187,300793.SZ,佳禾智能,"Cosonic Intelligent Technologies Co., Ltd.",L,20191018,
2188,300795.SZ,米奥会展,Zhejiang Meorient Commerce & Exhibition Inc.,L,20191022,
2189,300796.SZ,贝斯美,"BSM Chemical Co.,Ltd.",L,20191115,
2190,300797.SZ,钢研纳克,"NCS Testing Technology CO.,LTD.",L,20191101,
2191,300798.SZ,锦鸡股份,"JiangSu Jinji Industrial Co., Ltd.",L,20191122,
2192,300799.SZ,左江科技,"Beijing Zuojiang Technology Co., Ltd",L,20191029,
2193,300800.SZ,力合科技,"Lihe Technology (Hunan) Co., Ltd.",L,20191106,
2194,300801.SZ,泰和科技,"Shandong Taihe Water Treatment Technologies Co., Ltd.",L,20191128,
2195,300802.SZ,矩子科技,"Jutze Intelligent Technology Co., Ltd.",L,20191114,
2196,300803.SZ,指南针,"Beijing Compass Technology Development Co., Ltd.",L,20191118,
2197,300805.SZ,电声股份,"Guangdong Brandmax Marketing Co.,Ltd.",L,20191121,
2198,300806.SZ,斯迪克,"Jiangsu Sidike New Materials Science & Technology Co., Ltd.",L,20191125,
2199,300807.SZ,天迈科技,"Zhengzhou Tiamaes Technology Co., Ltd",L,20191219,
2200,300808.SZ,久量股份,"Guangdong DP Co., Ltd.",L,20191129,
2201,300809.SZ,华辰装备,"Hiecise Precision Equipment Co.,Ltd.",L,20191204,
2202,300810.SZ,中科海讯,"Beijing Zhongkehaixun Digital S&T Co.,Ltd.",L,20191206,
2203,300811.SZ,铂科新材,"POCO Holding Co., Ltd.",L,20191230,
2204,300812.SZ,易天股份,"Shenzhen Etmade Automatic Equipment Co., Ltd.",L,20200109,
2205,300813.SZ,泰林生物,"Zhejiang Tailin Bioengineering Co.,Ltd",L,20200114,
2206,300815.SZ,玉禾田,"EIT Environmental Development Group Co.,Ltd.",L,20200123,
2207,300816.SZ,艾可蓝,"ActBlue Co., Ltd.",L,20200210,
2208,300817.SZ,双飞股份,"Zhejiang Sf Oilless Bearing Co.,Ltd.",L,20200218,
2209,300818.SZ,耐普矿机,"Jiangxi Naipu Mining Machinery and New Materials Co.,Ltd",L,20200212,
2210,300819.SZ,聚杰微纤,"Jiangsu Jujie Microfiber Technology Group Co., Ltd.",L,20200312,
2211,300820.SZ,英杰电气,"Sichuan Injet Electric Co., Ltd.",L,20200213,
2212,300821.SZ,东岳硅材,"Shandong Dongyue Organosilicon Materials Co., Ltd.",L,20200312,
2213,300822.SZ,贝仕达克,"Shenzhen Bestek Technology Co.,Ltd.",L,20200313,
2214,300823.SZ,建科机械,"Tjk Machinery (Tianjin) Co.,Ltd.",L,20200319,
2215,300824.SZ,北鼎股份,"Shenzhen Crastal Technology Co.,Ltd.",L,20200619,
2216,300825.SZ,阿尔特,"IAT Automobile Technology Co., Ltd.",L,20200327,
2217,300826.SZ,测绘股份,"NanJing Research Institute of Surveying, Mapping & Geotechnical Investigation, Co.Ltd",L,20200403,
2218,300827.SZ,上能电气,"Sineng Electric Co.,Ltd.",L,20200410,
2219,300828.SZ,锐新科技,"Tianjin Ruixin Technology Co., Ltd",L,20200421,
2220,300829.SZ,金丹科技,"Henan Jindan Lactic Acid Tech Co., Ltd",L,20200422,
2221,300830.SZ,金现代,"JinXianDai Information Industry Co.,Ltd.",L,20200506,
2222,300831.SZ,派瑞股份,"Xi'an Peri Power Semiconductor Converting Technology Co.,Ltd.",L,20200507,
2223,300832.SZ,新产业,"Shenzhen New Industries Biomedical Engineering Co.,Ltd.",L,20200512,
2224,300833.SZ,浩洋股份,"Guangzhou Haoyang Electronic Co.,Ltd.",L,20200520,
2225,300835.SZ,龙磁科技,"Sinomag Technology Co.,Ltd",L,20200525,
2226,300836.SZ,佰奥智能,"Kunshan TopA Intelligent Equipment Co.,Ltd.",L,20200528,
2227,300837.SZ,浙矿股份,"Zhejiang Zhe Kuang Heavy Industry Co.,Ltd",L,20200605,
2228,300838.SZ,浙江力诺,"Zhejiang Linuo Flow Control Technology Co.,Ltd.",L,20200608,
2229,300839.SZ,博汇股份,"Ningbo Bohui Chemical Technology Co., Ltd",L,20200630,
2230,300840.SZ,酷特智能,"Qingdao Kutesmart Co.,Ltd.",L,20200708,
2231,300841.SZ,康华生物,"Chengdu Kanghua Biological Products Co., Ltd.",L,20200616,
2232,300842.SZ,帝科股份,"Wuxi DK Electronic Materials Co.,Ltd.",L,20200618,
2233,300843.SZ,胜蓝股份,"Shenglan Technology Co.,Ltd.",L,20200702,
2234,300845.SZ,捷安高科,"Zhengzhou J&T Hi-Tech Co., Ltd.",L,20200703,
2235,300846.SZ,首都在线,"Capitalonline Data Service Co., Ltd.",L,20200701,
2236,300847.SZ,中船汉光,"HG Technologies Co., Ltd.",L,20200709,
2237,300849.SZ,N锦盛,"Zhejiang Jinsheng New Materials Co., Ltd.",L,20200710,
2238,300850.SZ,新强联,"Luoyang Xinqianglian Slewing Bearings Co.,Ltd.",L,20200713,
2239,300852.SZ,四会富仕,"Sihui Fuji Electronics Technology Co., Ltd.",L,20200713,
2240,600000.SH,浦发银行,"Shanghai Pudong Development Bank Co.,Ltd.",L,19991110,
2241,600004.SH,白云机场,Guangzhou Baiyun International Airport Company Limited,L,20030428,
2242,600006.SH,东风汽车,DongFeng Automobile Co.LT,L,19990727,
2243,600007.SH,中国国贸,"China World Trade Center Co.,Ltd.",L,19990312,
2244,600008.SH,首创股份,"Beijing Capital Co., Ltd.",L,20000427,
2245,600009.SH,上海机场,"Shanghai International Airport Co.,Ltd.",L,19980218,
2246,600010.SH,包钢股份,"Inner Mongolia Baotou Steel Union Co.,Ltd",L,20010309,
2247,600011.SH,华能国际,"Huaneng Power International,Inc.",L,20011206,
2248,600012.SH,皖通高速,Anhui Expressway Company Limited,L,20030107,
2249,600015.SH,华夏银行,"Hua Xia Bank Co.,Limited",L,20030912,
2250,600016.SH,民生银行,"China Minsheng Banking Corp., Ltd.",L,20001219,
2251,600017.SH,日照港,"Rizhao Port Co.,Ltd.",L,20061017,
2252,600018.SH,上港集团,"Shanghai International Port (Group) Co., Ltd.",L,20061026,
2253,600019.SH,宝钢股份,"Baoshan Iron & Steel Co.,Ltd.",L,20001212,
2254,600020.SH,中原高速,"Henan Zhongyuan Expressway Co.,Ltd.",L,20030808,
2255,600021.SH,上海电力,"SHANGHAI ELECTRIC POWER CO.,LTD",L,20031029,
2256,600022.SH,山东钢铁,Shandong Iron and Steel Company Ltd,L,20040629,
2257,600023.SH,浙能电力,"Zhejiang Zheneng Electric Power CO.,LTD",L,20131219,
2258,600025.SH,华能水电,Huaneng Lancang River Hydropower Inc.,L,20171215,
2259,600026.SH,中远海能,"COSCO SHIPPING Energy Transportation Co., Ltd.",L,20020523,
2260,600027.SH,华电国际,Huadian Power International Corporation Limited,L,20050203,
2261,600028.SH,中国石化,China Petroleum & Chemical Corporation,L,20010808,
2262,600029.SH,南方航空,China Southern Airlines Company Limited,L,20030725,
2263,600030.SH,中信证券,CITIC Securities Company Limited,L,20030106,
2264,600031.SH,三一重工,"Sany Heavy Industry Co.,Ltd.",L,20030703,
2265,600033.SH,福建高速,"Fujian Expressway Development Co.,Ltd",L,20010209,
2266,600035.SH,楚天高速,"Hubei Chutian Smart Communication Co.,Ltd.",L,20040310,
2267,600036.SH,招商银行,"China Merchants Bank Co., Ltd.",L,20020409,
2268,600037.SH,歌华有线,"Beijing Gehua CATV Network Co.,Ltd.",L,20010208,
2269,600038.SH,中直股份,AVICOPTER PLC.,L,20001218,
2270,600039.SH,四川路桥,"Sichuan Road&Bridge Co.,Ltd",L,20030325,
2271,600048.SH,保利地产,"Poly Developments and Holdings Group Co., Ltd.",L,20060731,
2272,600050.SH,中国联通,China United Network Communications Limited,L,20021009,
2273,600051.SH,宁波联合,"Ningbo United Group Co.,Ltd.",L,19970410,
2274,600052.SH,浙江广厦,"Zhejiang Guangsha Co.,Ltd.",L,19970415,
2275,600053.SH,九鼎投资,"Kunwu Jiuding Investment Holdings Co., Ltd",L,19970418,
2276,600054.SH,黄山旅游,"Huangshan Tourism Development Co.,Ltd.",L,19970506,
2277,600055.SH,万东医疗,"Beijing Wandong Medical Technology Co., Ltd.",L,19970519,
2278,600056.SH,中国医药,"China Meheco Group Co., Ltd.",L,19970515,
2279,600057.SH,厦门象屿,"Xiamen Xiangyu Co., Ltd.",L,19970604,
2280,600058.SH,五矿发展,"Minmetals Development Co.,Ltd",L,19970528,
2281,600059.SH,古越龙山,"Zhejiang Guyuelongshan Shaoxing Wine Co.,Ltd",L,19970516,
2282,600060.SH,海信视像,"Hisense Visual Technology Co.,Ltd.",L,19970422,
2283,600061.SH,国投资本,"SDIC Capital Co., Ltd",L,19970519,
2284,600062.SH,华润双鹤,"China Resources Double-Crane Pharmaceutical Co.,Ltd.",L,19970522,
2285,600063.SH,皖维高新,"Anhui Wanwei Updated High-Tech Material Industry Co.,Ltd",L,19970528,
2286,600064.SH,南京高科,Nanjing Gaoke Company Limited,L,19970506,
2287,600066.SH,宇通客车,"Zhengzhou Yutong Bus Co.,Ltd.",L,19970508,
2288,600067.SH,冠城大通,"Citychamp Dartong Co.,Ltd.",L,19970508,
2289,600068.SH,葛洲坝,China Gezhouba Group Company Limited,L,19970526,
2290,600069.SH,退银鸽,"Henan Yinge Industrial Investment Co.,Ltd.",L,19970430,
2291,600070.SH,浙江富润,"Zhejiang Furun Co.,Ltd",L,19970604,
2292,600071.SH,凤凰光学,PHENIX OPTICS COMPANY LIMITED,L,19970528,
2293,600072.SH,中船科技,"CSSC Science & Technology Co., Ltd",L,19970603,
2294,600073.SH,上海梅林,"Shanghai Maling Aquarius Co.,Ltd",L,19970704,
2295,600075.SH,新疆天业,"Xinjiang Tianye Co.,Ltd.",L,19970617,
2296,600076.SH,康欣新材,"Kangxin New Materials Co.,Ltd",L,19970526,
2297,600077.SH,宋都股份,"Sundy Land Investment Co., Ltd",L,19970520,
2298,600078.SH,澄星股份,"Jiangsu Chengxing Phosph-Chemical Co.,Ltd",L,19970627,
2299,600079.SH,人福医药,"Humanwell Healthcare (Group) Co.,Ltd.",L,19970606,
2300,600080.SH,ST金花,Ginwa Enterprise(Group)Inc.,L,19970612,
2301,600081.SH,东风科技,"Dongfeng Electronic Technology Co.,Ltd.",L,19970703,
2302,600082.SH,海泰发展,"Tianjin Hi-Tech Development Co.,Ltd.",L,19970620,
2303,600083.SH,*ST博信,"Jiangsu Boxin Investing & Holdings Co.,Ltd",L,19970606,
2304,600084.SH,ST中葡,"CITIC Guoan Wine Co.,Ltd",L,19970711,
2305,600085.SH,同仁堂,"Beijing Tongrentang Co.,Ltd",L,19970625,
2306,600086.SH,*ST金钰,"Eastern Gold Jade Co., Ltd",L,19970606,
2307,600088.SH,中视传媒,"China Television Media,Ltd.",L,19970616,
2308,600089.SH,特变电工,"TBEA Co.,Ltd.",L,19970618,
2309,600090.SH,*ST济堂,"XIN JIANG READY HEALTH INDUSTRY Co.,Ltd.",L,19970616,
2310,600091.SH,ST明科,"Baotou Tomorrow Technology Co.,Ltd",L,19970704,
2311,600093.SH,易见股份,"Easy Visible Supply Chain Management Co.,Ltd.",L,19970626,
2312,600094.SH,大名城,Greattown Holdings Ltd.,L,19970703,
2313,600095.SH,哈高科,"Harbin High-Tech(Group) Co.,Ltd",L,19970708,
2314,600096.SH,云天化,"Yunnan Yuntianhua Co.,Ltd",L,19970709,
2315,600097.SH,开创国际,"Shanghai Kaichuang Marine International Co.,Ltd.",L,19970619,
2316,600098.SH,广州发展,Guangzhou Development Group Incorporated,L,19970718,
2317,600099.SH,林海股份,"Linhai Co.,Ltd.",L,19970704,
2318,600100.SH,同方股份,"Tsinghua Tongfang Co.,Ltd.",L,19970627,
2319,600101.SH,明星电力,"Sichuan Mingxing Electric Power Co.,Ltd.",L,19970627,
2320,600103.SH,青山纸业,"Fujian Qingshan Paper Industry Co.,Ltd.",L,19970703,
2321,600104.SH,上汽集团,SAIC Motor Corporation Limited,L,19971125,
2322,600105.SH,永鼎股份,JIANGSU ETERN COMPANY LIMITED,L,19970929,
2323,600106.SH,重庆路桥,"Chongqing Road&Bridge Co.,Ltd",L,19970618,
2324,600107.SH,美尔雅,"Hubei Mailyard Share Co.,Ltd",L,19971106,
2325,600108.SH,亚盛集团,"Gansu Yasheng Industrial (Group) Co.,Ltd",L,19970818,
2326,600109.SH,国金证券,"Sinolink Securities Co., Ltd.",L,19970807,
2327,600110.SH,诺德股份,"Nuode Investment Co.,Ltd",L,19971007,
2328,600111.SH,北方稀土,"China Northern Rare Earth (Group) High-Tech Co.,Ltd",L,19970924,
2329,600112.SH,ST天成,"Guizhou Changzheng Tiancheng Holding Co.,Ltd.",L,19971127,
2330,600113.SH,浙江东日,Zhejiang Dong Ri Limited Company,L,19971021,
2331,600114.SH,东睦股份,"NBTM New Materials Group Co., Ltd.",L,20040511,
2332,600115.SH,东方航空,China Eastern Airlines Corporation Limited,L,19971105,
2333,600116.SH,三峡水利,"Chongqing Three Gorges Water Conservancy and Electric Power Co.,Ltd.",L,19970804,
2334,600117.SH,西宁特钢,"Xining Special Steel Co.,Ltd",L,19971015,
2335,600118.SH,中国卫星,"China Spacesat Co.,Ltd.",L,19970908,
2336,600119.SH,ST长投,"Y.U.D.Yangtze River Investment Industry Co.,Ltd.",L,19980115,
2337,600120.SH,浙江东方,"Zhejiang Orient Financial Holdings Group Co.,Ltd.",L,19971201,
2338,600121.SH,郑州煤电,"Zhengzhou Coal Industry & Electric Power Co.,Ltd.",L,19980107,
2339,600122.SH,*ST宏图,"Jiangsu Hongtu High Technology Co.,Ltd.",L,19980420,
2340,600123.SH,兰花科创,"Shanxi Lanhua Sci-Tech Venture Co.,Ltd",L,19981217,
2341,600125.SH,铁龙物流,"China Railway Tielong Container Logistics Co.,Ltd",L,19980511,
2342,600126.SH,杭钢股份,"Hangzhou Iron & Steel Co.,Ltd.",L,19980311,
2343,600127.SH,金健米业,"Jinjian Cereals Industry Co.,Ltd.",L,19980506,
2344,600128.SH,弘业股份,Jiangsu Holly Corporation,L,19970901,
2345,600129.SH,太极集团,"Chongqing Taiji Industry (Group) Co.,Ltd.",L,19971118,
2346,600130.SH,波导股份,"Ningbo Bird Co.,Ltd.",L,20000706,
2347,600131.SH,国网信通,"State Grid Information&Communication Co.,Ltd.",L,19980402,
2348,600132.SH,重庆啤酒,"Chongqing Brewery Co.,Ltd.",L,19971030,
2349,600133.SH,东湖高新,"Wuhan East Lake High Technology Group Co.,Ltd.",L,19980212,
2350,600135.SH,乐凯胶片,Lucky Film Company Limited,L,19980122,
2351,600136.SH,当代文体,"WUHAN DDMC CULTURE & SPORTS CO.,LTD.",L,19980303,
2352,600137.SH,浪莎股份,Sichuan Langsha Holding Ltd.,L,19980416,
2353,600138.SH,中青旅,"China CYTS Tours Holding Co.,Ltd.",L,19971203,
2354,600139.SH,西部资源,"Sichuan Western Resources Holding Co., Ltd",L,19980225,
2355,600141.SH,兴发集团,"Hubei Xingfa Chemicals Group Co.,Ltd",L,19990616,
2356,600143.SH,金发科技,"Kingfa Sci.&Tech. Co.,Ltd.",L,20040623,
2357,600145.SH,*ST新亿,"Xinjiang Yilu Wanyuan Industrial Investment Holding Co., Ltd.",L,19990923,
2358,600146.SH,*ST环球,"Shangying Global Co., Ltd",L,19990707,
2359,600148.SH,长春一东,"Changchun Yidong Clutch Co.,Ltd",L,19980520,
2360,600149.SH,ST坊展,"Langfang Development Co.,Ltd.",L,19991014,
2361,600150.SH,中国船舶,China CSSC Holdings Limited,L,19980520,
2362,600151.SH,航天机电,"Shanghai Aerospace Automobile Electromechanical Co.,Ltd.",L,19980605,
2363,600152.SH,维科技术,"Veken Technology.,Ltd.",L,19980609,
2364,600153.SH,建发股份,XIAMEN C&D INC.,L,19980616,
2365,600155.SH,华创阳安,"Polaris Bay Group Co.,Ltd.",L,19980918,
2366,600156.SH,华升股份,"Hunan Huasheng Co.,Ltd",L,19980527,
2367,600157.SH,永泰能源,"Wintime Energy Co.,Ltd.",L,19980513,
2368,600158.SH,中体产业,"China Sports Industry Group Co.,Ltd",L,19980327,
2369,600159.SH,大龙地产,"Beijing Dalong Weiye Real Estate Development Co.,Ltd",L,19980526,
2370,600160.SH,巨化股份,"Zhejiang Juhua Co.,Ltd",L,19980626,
2371,600161.SH,天坛生物,Beijing Tiantan Biological Products Corporation Limited,L,19980616,
2372,600162.SH,香江控股,"Shenzhen Heungkong Holding Co.,Ltd",L,19980609,
2373,600163.SH,中闽能源,"Zhongmin Energy Co., Ltd.",L,19980602,
2374,600165.SH,新日恒力,"Ningxia Xinri Hengli Steel Wire Rope Co., Ltd",L,19980529,
2375,600166.SH,福田汽车,"Beiqi Foton Motor Co.,Ltd.",L,19980602,
2376,600167.SH,联美控股,"Luenmei Quantum Co.,Ltd",L,19990128,
2377,600168.SH,武汉控股,"Wuhan Sanzhen Industry Holding Co.,Ltd",L,19980427,
2378,600169.SH,太原重工,"Taiyuan Heavy Industry Co.,Ltd.",L,19980904,
2379,600170.SH,上海建工,"Shanghai Construction Group Co., Ltd.",L,19980623,
2380,600171.SH,上海贝岭,"Shanghai Belling Corp.,Ltd",L,19980924,
2381,600172.SH,黄河旋风,"Henan Huanghe Whirlwind Co., Ltd",L,19981126,
2382,600173.SH,卧龙地产,"Wolong Real Estate Group Co.,Ltd.",L,19990415,
2383,600175.SH,退美都,MeiDu Energy Corporation,L,19990408,
2384,600176.SH,中国巨石,"China Jushi Co.,Ltd",L,19990422,
2385,600177.SH,雅戈尔,"Youngor Group Co.,Ltd.",L,19981119,
2386,600178.SH,东安动力,"Harbin Dongan Auto Engine Co.,Ltd",L,19981014,
2387,600179.SH,*ST安通,"Antong Holdings Co., Ltd.",L,19981104,
2388,600180.SH,瑞茂通,"CCS Supply Chain Management Co., Ltd.",L,19980703,
2389,600182.SH,S佳通,Giti Tire Corporation,L,19990507,
2390,600183.SH,生益科技,"Shengyi Technology Co.,Ltd.",L,19981028,
2391,600184.SH,光电股份,"North Electro-Optic Co.,Ltd.",L,20031106,
2392,600185.SH,格力地产,"Gree Real Estate Co.,Ltd",L,19990611,
2393,600186.SH,莲花健康,Lotus Health Group Company,L,19980825,
2394,600187.SH,国中水务,"Heilongjiang Interchina Water Treatment Co.,Ltd",L,19981111,
2395,600188.SH,兖州煤业,Yanzhou Coal Mining Company Limited,L,19980701,
2396,600189.SH,吉林森工,"Jilin Forest Industry Co.,Ltd.",L,19981007,
2397,600190.SH,锦州港,"Jinzhou Port Co., Ltd.",L,19990609,
2398,600191.SH,华资实业,"Baotou Huazi Industry Co.,Ltd",L,19981210,
2399,600192.SH,长城电工,"Lanzhou Greatwall Electircal Co.,Ltd",L,19981224,
2400,600193.SH,ST创兴,"Shanghai Prosolar Resources Development Co.,Ltd",L,19990527,
2401,600195.SH,中牧股份,"China Animal Husbandry Industry Co.,Ltd.",L,19990107,
2402,600196.SH,复星医药,"Shanghai Fosun Pharmaceutical (Group) Co., Ltd.",L,19980807,
2403,600197.SH,伊力特,"Xinjiang Yilite Industry Co.,Ltd",L,19990916,
2404,600198.SH,大唐电信,"Datang Telecom Technology Co., Ltd",L,19981021,
2405,600199.SH,金种子酒,"Anhui Golden Seed Winery Co.,Ltd.",L,19980812,
2406,600200.SH,江苏吴中,"Jiangsu Wuzhong Industrial Co.,Ltd",L,19990401,
2407,600201.SH,生物股份,"Jinyu Bio-Technology Co.,Ltd.",L,19990115,
2408,600202.SH,哈空调,"Harbin Air Conditioning Co.,Ltd.",L,19990603,
2409,600203.SH,福日电子,"Fujian Furi Electronics Co., Ltd",L,19990514,
2410,600206.SH,有研新材,"Grinm Advanced Materials Co.,Ltd.",L,19990319,
2411,600207.SH,安彩高科,"Henan Ancai Hi-Tech Co.,Ltd",L,19990714,
2412,600208.SH,新湖中宝,"Xinhu Zhongbao Co.,Ltd.",L,19990623,
2413,600209.SH,ST罗顿,"Lawton Development Co.,Ltd",L,19990325,
2414,600210.SH,紫江企业,"Shanghai Zijiang Enterprise Group Co.,Ltd",L,19990824,
2415,600211.SH,西藏药业,Tibet Rhodiola Pharmaceutical Holding Co.,L,19990721,
2416,600212.SH,*ST江泉,"Shandong Jiangquan Industry Co.,Ltd",L,19990817,
