,ts_code,name,enname,list_status,list_date,delist_date
1199,002756.SZ,永兴材料,"Yongxing Special Materials Technology Co.,Ltd",L,20150515,
1200,002757.SZ,南兴股份,"Nanxing Machinery Co., Ltd.",L,20150527,
1201,002758.SZ,华通医药,"Zhejiang Huatong Pharmaceutical Co.,Ltd.",L,20150527,
1202,002759.SZ,天际股份,"Guangdong Tonze Electric Co.,Ltd.",L,20150528,
1203,002760.SZ,凤形股份,"Anhui Fengxing Wear Resistant Materials Co.,Ltd.",L,20150611,
1204,002761.SZ,多喜爱,"Dohia Group Co., Ltd.",L,20150610,
1205,002762.SZ,金发拉比,"Jinfa Labi Maternity & Baby Articles Co., Ltd.",L,20150610,
1206,002763.SZ,汇洁股份,"Shenzhen Huijie Group Co., Ltd.",L,20150610,
1207,002765.SZ,蓝黛传动,"Chongqing Landai Powertrain Corp., Ltd.",L,20150612,
1208,002766.SZ,*ST索菱,"Shenzhen Soling Industrial Co.,Ltd.",L,20150611,
1209,002767.SZ,先锋电子,"Hangzhou Innover Technology Co., Ltd.",L,20150612,
1210,002768.SZ,国恩股份,"Qingdao Gon Technology Co., Ltd.",L,20150630,
1211,002769.SZ,普路通,"Shenzhen Prolto Supply Chain Management Co., Ltd.",L,20150629,
1212,002770.SZ,ST科迪,"Henan Kedi Dairy Co.,Ltd.",L,20150630,
1213,002771.SZ,真视通,Beijing Transtrue Technology Inc.,L,20150629,
1214,002772.SZ,众兴菌业,"Tianshui Zhongxing Bio-Technology Co.,Ltd.",L,20150626,
1215,002773.SZ,康弘药业,"Chengdu Kanghong Pharmaceutical Group Co., Ltd",L,20150626,
1216,002774.SZ,快意电梯,"IFE Elevators Co.,Ltd.",L,20170324,
1217,002775.SZ,文科园林,"Shenzhen Wenke Landscape Co.,Ltd.",L,20150629,
1218,002776.SZ,柏堡龙,"Guangdong Bobaolon Co.,Ltd.",L,20150626,
1219,002777.SZ,久远银海,"Sichuan Jiuyuan Yinhai Software Co.,Ltd",L,20151231,
1220,002778.SZ,高科石化,"Jiangsu Gaoke Petrochemical Co., Ltd",L,20160106,
1221,002779.SZ,中坚科技,"Zhejiang Zhongjian Technology Co ,.Ltd.",L,20151209,
1222,002780.SZ,三夫户外,"Beijing Sanfo Outdoor Products Co., Ltd",L,20151209,
1223,002781.SZ,奇信股份,"Shenzhen Qixin Group Co.,Ltd.",L,20151222,
1224,002782.SZ,可立克,"Shenzhen Click Technology Co., Ltd.",L,20151222,
1225,002783.SZ,凯龙股份,"Hubei Kailong Chemical Group Co.,Ltd",L,20151209,
1226,002785.SZ,万里石,"Xiamen Wanli Stone Stock Co.,Ltd",L,20151223,
1227,002786.SZ,银宝山新,"Shenzhen Silver Basis Technology Co.,Ltd.",L,20151223,
1228,002787.SZ,华源控股,"Suzhou Hycan Holdings Co., Ltd",L,20151231,
1229,002788.SZ,鹭燕医药,"Luyan Pharma Co.,Ltd",L,20160218,
1230,002789.SZ,建艺集团,"Shenzhen Jianyi Decoration Group Co.,Ltd.",L,20160311,
1231,002790.SZ,瑞尔特,"Xiamen R&T Plumbing Technology Co., Ltd.",L,20160308,
1232,002791.SZ,坚朗五金,"Guangdong Kinlong Hardware Products Co.,Ltd.",L,20160329,
1233,002792.SZ,通宇通讯,Tongyu Communication Inc.,L,20160328,
1234,002793.SZ,罗欣药业,"Luoxin Pharmaceuticals Group Stock Co., Ltd.",L,20160415,
1235,002795.SZ,永和智控,"Yorhe Fluid Intelligent Control Co., Ltd",L,20160428,
1236,002796.SZ,世嘉科技,Suzhou Shijia Science & Technology Inc.,L,20160510,
1237,002797.SZ,第一创业,"First Capital Securities Co.,Ltd",L,20160511,
1238,002798.SZ,帝欧家居,"D&O Home Collection Co.,Ltd",L,20160525,
1239,002799.SZ,环球印务,"Xi'An Global Printing Co., Ltd",L,20160608,
1240,002800.SZ,天顺股份,"Xinjiang Tianshun Supply Chain Co.,Ltd.",L,20160530,
1241,002801.SZ,微光股份,"Hangzhou Weiguang Electronic Co.,Ltd.",L,20160622,
1242,002802.SZ,洪汇新材,"Wuxi Honghui New Materials Technology Co.,Ltd.",L,20160629,
1243,002803.SZ,吉宏股份,"Xiamen Jihong Technology Co.,Ltd",L,20160712,
1244,002805.SZ,丰元股份,"Shandong Fengyuan Chemical Co.,Ltd.",L,20160707,
1245,002806.SZ,华锋股份,"Guangdong Huafeng New Energy Technology Co.,Ltd.",L,20160726,
1246,002807.SZ,江阴银行,"Jiangsu Jiangyin Rural Commercial Bank Co.,Ltd.",L,20160902,
1247,002808.SZ,恒久科技,Suzhou Goldengreen Technologies Ltd.,L,20160812,
1248,002809.SZ,红墙股份,"Guangdong Redwall New Materials Co., Ltd.",L,20160823,
1249,002810.SZ,山东赫达,"Shandong Head Co., Ltd.",L,20160826,
1250,002811.SZ,郑中设计,"Shenzhen Cheng Chung Design Co.,Ltd.",L,20160908,
1251,002812.SZ,恩捷股份,"Yunnan Energy New Material Co.,Ltd.",L,20160914,
1252,002813.SZ,路畅科技,"Shenzhen Roadrover Technology Co., Ltd.",L,20161012,
1253,002815.SZ,崇达技术,"Suntak Technology Co., Ltd.",L,20161012,
1254,002816.SZ,和科达,"Shenzhen Hekeda Precision Cleaning Equipment Co., Ltd.",L,20161025,
1255,002817.SZ,黄山胶囊,"Anhui Huangshan Capsule Co.,Ltd.",L,20161025,
1256,002818.SZ,富森美,"Chengdu Fusen Noble-House Industrial Co.,Ltd.",L,20161109,
1257,002819.SZ,东方中科,"Beijing Oriental Jicheng  Co., Ltd.",L,20161111,
1258,002820.SZ,桂发祥,"Tianjin Guifaxiang 18th Street Mahua Food Co., Ltd.",L,20161118,
1259,002821.SZ,凯莱英,"Asymchem Laboratories (Tianjin) Co., Ltd.",L,20161118,
1260,002822.SZ,中装建设,"Shenzhen Zhongzhuang Construction Group Co.,Ltd.",L,20161129,
1261,002823.SZ,凯中精密,"Shenzhen Kaizhong Precision Technology Co.,Ltd.",L,20161124,
1262,002824.SZ,和胜股份,"Guangdong Hoshion Aluminium Co.,Ltd.",L,20170112,
1263,002825.SZ,纳尔股份,"Shanghai Nar Industrial Co., Ltd.",L,20161129,
1264,002826.SZ,易明医药,Tibet Aim Pharm. Inc.,L,20161209,
1265,002827.SZ,高争民爆,"Tibet Gaozheng Explosive Co., Ltd.",L,20161209,
1266,002828.SZ,贝肯能源,"Xinjiang Beiken Energy Engineering Co.,Ltd.",L,20161208,
1267,002829.SZ,星网宇达,"BeiJing StarNeto Technology Co.,Ltd.",L,20161213,
1268,002830.SZ,名雕股份,"Shenzhen Mingdiao Decoration Co., Ltd.",L,20161213,
1269,002831.SZ,裕同科技,"Shenzhen Yuto Packaging Technology Co., Ltd.",L,20161216,
1270,002832.SZ,比音勒芬,"Biem.L.Fdlkk Garment Co.,Ltd.",L,20161223,
1271,002833.SZ,弘亚数控,"Guangzhou Kdt Machinery Co.,Ltd.",L,20161228,
1272,002835.SZ,同为股份,"Shenzhen Tvt Digital Technology Co.,Ltd.",L,20161228,
1273,002836.SZ,新宏泽,"Guangdong New Grand Long Packing Co.,Ltd.",L,20161229,
1274,002837.SZ,英维克,"Shenzhen Envicool Technology Co.,Ltd.",L,20161229,
1275,002838.SZ,道恩股份,"Shandong Dawn Polymer Co.,Ltd.",L,20170106,
1276,002839.SZ,张家港行,"Jiangsu Zhangjiagang Rural Commercial Bank Co.,Ltd",L,20170124,
1277,002840.SZ,华统股份,"Zhejiang Huatong Meat Products Co., Ltd.",L,20170110,
1278,002841.SZ,视源股份,Guangzhou Shiyuan Electronic Technology Company Limited,L,20170119,
1279,002842.SZ,翔鹭钨业,"Guangdong Xianglu Tungsten Co., Ltd.",L,20170119,
1280,002843.SZ,泰嘉股份,"Bichamp Cutting Technology (Hunan)Co.,Ltd.",L,20170120,
1281,002845.SZ,同兴达,"Shenzhen TXD Technology Co.,Ltd.",L,20170125,
1282,002846.SZ,英联股份,"Guangdong Enpack Packaging Co.,Ltd.",L,20170207,
1283,002847.SZ,盐津铺子,"Yankershop Food Co., Ltd",L,20170208,
1284,002848.SZ,高斯贝尔,"Gospell Digital Technology Co., Ltd.",L,20170213,
1285,002849.SZ,威星智能,"Zhejiang Viewshine Intelligent Meter Co.,Ltd",L,20170217,
1286,002850.SZ,科达利,"Shenzhen Kedali Industry Co.,Ltd",L,20170302,
1287,002851.SZ,麦格米特,"Shenzhen Megmeet Electrical Co., Ltd",L,20170306,
1288,002852.SZ,道道全,"Daodaoquan Grain and Oil Co.,Ltd.",L,20170310,
1289,002853.SZ,皮阿诺,"Guangdong Piano Customized Furniture Co.,Ltd.",L,20170310,
1290,002855.SZ,捷荣技术,"Dongguan Chitwing Technology Co.,Ltd.",L,20170321,
1291,002856.SZ,美芝股份,"Shenzhen Magic Design & Decoration Engineering Co.,Ltd",L,20170320,
1292,002857.SZ,三晖电气,"Sms Electric Co.,Ltd.Zhengzhou",L,20170323,
1293,002858.SZ,力盛赛车,"Shanghai Lisheng Racing Co.,Ltd.",L,20170324,
1294,002859.SZ,洁美科技,"Zhejiang Jiemei Electronic and Technology Co.,Ltd.",L,20170407,
1295,002860.SZ,星帅尔,"Hangzhou Star Shuaier Electric Appliance Co.,Ltd.",L,20170412,
1296,002861.SZ,瀛通通讯,"YingTong Telecommunication Co., Ltd.",L,20170413,
1297,002862.SZ,实丰文化,"Shifeng Cultural Development Co., Ltd.",L,20170411,
1298,002863.SZ,今飞凯达,"Zhejiang Jinfei Kaida Wheel Co.,Ltd.",L,20170418,
1299,002864.SZ,盘龙药业,Shaanxi Panlong Pharmaceutical Group Limited By Share Ltd,L,20171116,
1300,002865.SZ,钧达股份,"Hainan Drinda Automotive Trim Co.,Ltd.",L,20170425,
1301,002866.SZ,传艺科技,"Jiangsu Transimage Technology Co., Ltd.",L,20170426,
1302,002867.SZ,周大生,"Chow Tai Seng Jewellery Co.,Ltd.",L,20170427,
1303,002868.SZ,绿康生化,"Lifecome Biochemistry Co., Ltd.",L,20170503,
1304,002869.SZ,金溢科技,"Shenzhen Genvict Technologies Co., Ltd.",L,20170515,
1305,002870.SZ,香山股份,Guangdong Senssun Weighing Apparatus Group Ltd.,L,20170515,
1306,002871.SZ,伟隆股份,"Qingdao Weflo Valve Co., Ltd.",L,20170511,
1307,002872.SZ,*ST天圣,"Tiansheng Pharmaceutical Group Co., Ltd",L,20170519,
1308,002873.SZ,新天药业,"Guiyang Xintian Pharmaceutical Co.,Ltd.",L,20170519,
1309,002875.SZ,安奈儿,"ANNIL Co.,Ltd",L,20170601,
1310,002876.SZ,三利谱,"Shenzhen Sunnypol Optoelectronics Co., Ltd",L,20170525,
1311,002877.SZ,智能自控,"Wuxi Smart Auto-Control Engineering Co.,Ltd.",L,20170605,
1312,002878.SZ,元隆雅图,"Beijing Yuanlong Yato Culture Dissemination Co.,Ltd.",L,20170606,
1313,002879.SZ,长缆科技,"Chang Lan Electric Technology Co.,Ltd.",L,20170707,
1314,002880.SZ,卫光生物,"Shenzhen Weiguang Biological Products Co.,Ltd",L,20170616,
1315,002881.SZ,美格智能,"MeiG Smart Technology Co,. Ltd",L,20170622,
1316,002882.SZ,金龙羽,"Jinlongyu Group Co., Ltd.",L,20170717,
1317,002883.SZ,中设股份,"Jiangsu Zhongshe Group Co., Ltd.",L,20170620,
1318,002884.SZ,凌霄泵业,"Guangdong Lingxiao Pump Industry Co., Ltd.",L,20170711,
1319,002885.SZ,京泉华,"Shenzhen JingQuanHua Electronics Co.,Ltd.",L,20170627,
1320,002886.SZ,沃特股份,"Shenzhen Wote Advanced Materials Co.,Ltd.",L,20170627,
1321,002887.SZ,绿茵生态,"Tianjin Lvyin Landscape and Ecology Construction Co., Ltd",L,20170801,
1322,002888.SZ,惠威科技,"Hivi Acoustics Technology Co., Ltd",L,20170721,
1323,002889.SZ,东方嘉盛,"Shenzhen Easttop Supply Chain Management Co., Ltd.",L,20170731,
1324,002890.SZ,弘宇股份,"Shandong Hongyu Agricultural Machinery Co., Ltd.",L,20170802,
1325,002891.SZ,中宠股份,"Yantai China Pet Foods Co., Ltd.",L,20170821,
1326,002892.SZ,科力尔,"KELI MOTOR GROUP CO.,LTD.",L,20170817,
1327,002893.SZ,华通热力,"Beijing Huayuan Yitong Thermal Technology Co., Ltd.",L,20170915,
1328,002895.SZ,川恒股份,Guizhou Chanhen Chemical Corporation,L,20170825,
1329,002896.SZ,中大力德,"Ningbo Zhongda Leader Intelligent Transmission Co., Ltd.",L,20170829,
1330,002897.SZ,意华股份,"Wenzhou Yihua Connector Co., Ltd.",L,20170907,
1331,002898.SZ,赛隆药业,"Zhuhai Sailong Pharmaceutical Co.,Ltd.",L,20170912,
1332,002899.SZ,英派斯,"Impulse (Qingdao) Health Tech Co., Ltd.",L,20170915,
1333,002900.SZ,哈三联,"Harbin Medisan Pharmaceutical Co., Ltd .",L,20170922,
1334,002901.SZ,大博医疗,Double Medical Technology Inc.,L,20170922,
1335,002902.SZ,铭普光磁,"Dongguan Mentech Optical & Magnetic Co.,Ltd.",L,20170929,
1336,002903.SZ,宇环数控,"Yuhuan Cnc Machine Tool Co.,Ltd.",L,20171013,
1337,002905.SZ,金逸影视,Guangzhou Jinyi Media Corporation,L,20171016,
1338,002906.SZ,华阳集团,Foryou Corporation,L,20171013,
1339,002907.SZ,华森制药,"Chongqing Pharscin Pharmaceutical Co., Ltd.",L,20171020,
1340,002908.SZ,德生科技,"Guangdong Tecsun Science & Technology Co.,Ltd.",L,20171020,
1341,002909.SZ,集泰股份,"Guangzhou Jointas Chemical Co.,Ltd.",L,20171026,
1342,002910.SZ,庄园牧场,"Lanzhou Zhuangyuan Pasture Co., Ltd.",L,20171031,
1343,002911.SZ,佛燃能源,"Foran Energy Group Co.,Ltd.",L,20171122,
1344,002912.SZ,中新赛克,"Shenzhen Sinovatio Technology Co., Ltd.",L,20171121,
1345,002913.SZ,奥士康,"Aoshikang Technology Co.,Ltd",L,20171201,
1346,002915.SZ,中欣氟材,"Zhejiang Zhongxin Fluoride Materials Co., Ltd",L,20171205,
1347,002916.SZ,深南电路,"Shennan Circuits Co., Ltd.",L,20171213,
1348,002917.SZ,金奥博,Shenzhen King Explorer Science and Technology Corporation,L,20171208,
1349,002918.SZ,蒙娜丽莎,"Monalisa Group Co.,Ltd",L,20171219,
1350,002919.SZ,名臣健康,"Mingchen Health Co.,Ltd.",L,20171218,
1351,002920.SZ,德赛西威,"Huizhou Desay Sv Automotive Co., Ltd.",L,20171226,
1352,002921.SZ,联诚精密,"Shandong Liancheng Precision Manufacturing Co., Ltd",L,20171227,
1353,002922.SZ,伊戈尔,"Eaglerise Electric & Electronic (China) Co., Ltd",L,20171229,
1354,002923.SZ,润都股份,"Zhuhai Rundu Pharmaceutical Co.,Ltd.",L,20180105,
1355,002925.SZ,盈趣科技,Xiamen Intretech Inc.,L,20180115,
1356,002926.SZ,华西证券,"Huaxi Securities Co.,Ltd.",L,20180205,
1357,002927.SZ,泰永长征,"Guizhou Taiyong-Changzheng Technology Co.,Ltd.",L,20180223,
1358,002928.SZ,华夏航空,"China Express Airlines Co.,LTD",L,20180302,
1359,002929.SZ,润建股份,"Runjian Co., Ltd.",L,20180301,
1360,002930.SZ,宏川智慧,"Guangdong Great River Smarter Logistics Co.,Ltd.",L,20180328,
1361,002931.SZ,锋龙股份,"Zhejiang Fenglong Electric Co.,Ltd.",L,20180403,
1362,002932.SZ,明德生物,"Wuhan Easy Diagnosis Biomedicine Co.,Ltd.",L,20180710,
1363,002933.SZ,新兴装备,"Beijing Emerging Eastern Aviation Equipment Co., Ltd.",L,20180828,
1364,002935.SZ,天奥电子,"Chengdu Spaceon Electronics Co., Ltd.",L,20180903,
1365,002936.SZ,郑州银行,"Bank of Zhengzhou Co.,Ltd",L,20180919,
1366,002937.SZ,兴瑞科技,"Ningbo Sunrise Elc Technology Co.,Ltd",L,20180926,
1367,002938.SZ,鹏鼎控股,"Avary Holding (Shenzhen) Co., Limited",L,20180918,
1368,002939.SZ,长城证券,"China Great Wall Securities Co.,Ltd.",L,20181026,
1369,002940.SZ,昂利康,"Zhejiang Anglikang Pharmaceutical Co.,Ltd.",L,20181023,
1370,002941.SZ,新疆交建,"Xinjiang Communications Construction Group Co.,Ltd.",L,20181128,
1371,002942.SZ,新农股份,"Zhejiang Xinnong Chemical Co.,Ltd.",L,20181205,
1372,002943.SZ,宇晶股份,"Hunan Yujing Machinery Co., Ltd",L,20181129,
1373,002945.SZ,华林证券,"Chinalin Securities Co.,Ltd.",L,20190117,
1374,002946.SZ,新乳业,"New Hope Dairy Co., Ltd.",L,20190125,
1375,002947.SZ,恒铭达,"Suzhou Hengmingda Electronic Technology Co., Ltd.",L,20190201,
1376,002948.SZ,青岛银行,"Bank of Qingdao Co.,Ltd.",L,20190116,
1377,002949.SZ,华阳国际,"Shenzhen Capol International & Associates Co.,Ltd",L,20190226,
1378,002950.SZ,奥美医疗,"Allmed Medical Products Co., Ltd",L,20190311,
1379,002951.SZ,金时科技,"Sichuan Jinshi Technology Co.,Ltd",L,20190315,
1380,002952.SZ,亚世光电,"Yes Optoelectronics Co.,Ltd.",L,20190328,
1381,002953.SZ,日丰股份,"Guangdong Rifeng Electric Cable Co., Ltd.",L,20190509,
1382,002955.SZ,鸿合科技,"Hitevision Co., Ltd.",L,20190523,
1383,002956.SZ,西麦食品,"GUILIN SEAMILD FOODS CO.,LTD",L,20190619,
1384,002957.SZ,科瑞技术,"Shenzhen Colibri Technologies Co.,Ltd.",L,20190726,
1385,002958.SZ,青农商行,Qingdao Rural Commercial Bank Corporation,L,20190326,
1386,002959.SZ,小熊电器,"BEAR ELECTRIC APPLIANCE CO.,LTD.",L,20190823,
1387,002960.SZ,青鸟消防,"Jade Bird Fire Co., Ltd.",L,20190809,
1388,002961.SZ,瑞达期货,"Ruida Futures Co.,Ltd",L,20190905,
1389,002962.SZ,五方光电,"Hubei W-Olf Photoelectric Technology Co., Ltd",L,20190917,
1390,002963.SZ,豪尔赛,"HES Technology Group Co., Ltd.",L,20191028,
1391,002965.SZ,祥鑫科技,"Lucky Harvest Co.,Ltd.",L,20191025,
1392,002966.SZ,苏州银行,"Bank of Suzhou Co.,Ltd.",L,20190802,
1393,002967.SZ,广电计量,"Guangzhou Grg Metrology & Test Co.,Ltd.",L,20191108,
1394,002968.SZ,新大正,"ChongQing New DaZheng Property Group Co., Ltd.",L,20191203,
1395,002969.SZ,嘉美包装,"Jiamei Food Packaging (Chuzhou) Co.,Ltd",L,20191202,
1396,002970.SZ,锐明技术,"Streamax Technology Co., Ltd.",L,20191217,
1397,002971.SZ,和远气体,"Hubei Heyuan Gas Co.,Ltd.",L,20200113,
1398,002972.SZ,科安达,"Shenzhen Keanda Electronic Technology Corp., Ltd.",L,20191227,
1399,002973.SZ,侨银环保,QiaoYin Environmental Tech. Co. Ltd.,L,20200106,
1400,002975.SZ,博杰股份,"Zhuhai Bojay Electronics Co.,Ltd.",L,20200205,
1401,002976.SZ,瑞玛工业,"Suzhou Cheersson Precision Metal Forming Co., Ltd.",L,20200306,
1402,002977.SZ,天箭科技,"Chengdu Tianjian Technology Co., Ltd.",L,20200317,
1403,002978.SZ,安宁股份,"Sichuan Anning Iron and Titanium Co.,Ltd.",L,20200417,
1404,002979.SZ,雷赛智能,"China Leadshine Technology Co., Ltd.",L,20200408,
1405,002980.SZ,华盛昌,"Shenzhen Everbest Machinery Industry Co., Ltd",L,20200415,
1406,002981.SZ,朝阳科技,RISUNTEK INC.,L,20200417,
1407,002982.SZ,湘佳股份,Hunan Xiangjia Animal Husbandry Company Limited,L,20200424,
1408,002983.SZ,芯瑞达,"Anhui Coreach Technology Co.,Ltd",L,20200428,
1409,002985.SZ,北摩高科,"Beijing Bei Mo Gao Ke Friction Material Co., Ltd.",L,20200429,
1410,002986.SZ,宇新股份,"Hunan Yussen Energy Technology Co.,Ltd.",L,20200602,
1411,002987.SZ,京北方,"Northking Information Technology Co., Ltd",L,20200507,
1412,002988.SZ,豪美新材,"Guangdong Haomei New Material Co., Ltd.",L,20200518,
1413,002989.SZ,中天精装,"Shenzhen Strongteam Decoration Engineering Co.,Ltd.",L,20200610,
1414,002990.SZ,盛视科技,Maxvision Technology Corp.,L,20200525,
1415,003816.SZ,中国广核,"CGN Power Co.,Ltd.",L,20190826,
1416,300001.SZ,特锐德,"Qingdao TGOOD Electric Co., Ltd.",L,20091030,
1417,300002.SZ,神州泰岳,"Beijing Ultrapower Software Co.,Ltd",L,20091030,
1418,300003.SZ,乐普医疗,"Lepu Medical Technology (Beijing) Co.,Ltd.",L,20091030,
1419,300004.SZ,南风股份,"Nanfang Ventilator Co., Ltd.",L,20091030,
1420,300005.SZ,探路者,"Toread Holdings Group Co., Ltd.",L,20091030,
1421,300006.SZ,莱美药业,"Chongqing Lummy Pharmaceutical Co.,Ltd",L,20091030,
1422,300007.SZ,汉威科技,Hanwei Electronics Group Corporation,L,20091030,
1423,300008.SZ,天海防务,"Bestway Marine & Energy Technology Co.,Ltd",L,20091030,
1424,300009.SZ,安科生物,"Anhui Anke Biotechnology (Group) Co.,Ltd.",L,20091030,
1425,300010.SZ,立思辰,"Beijing Lanxum Technology Co.,Ltd.",L,20091030,
1426,300011.SZ,鼎汉技术,"Beijing Dinghan Technology Group Co.,Ltd.",L,20091030,
1427,300012.SZ,华测检测,"Centre Testing International Group Co., Ltd.",L,20091030,
1428,300013.SZ,新宁物流,"Jiangsu Xinning Modern Logistics Co.,Ltd.",L,20091030,
1429,300014.SZ,亿纬锂能,"EVE Energy Co., Ltd.",L,20091030,
1430,300015.SZ,爱尔眼科,"Aier Eye Hospital Group Co.,Ltd",L,20091030,
1431,300016.SZ,北陆药业,"Beijing Beilu Pharmaceutical Co.,Ltd",L,20091030,
1432,300017.SZ,网宿科技,"Wangsu Science & Technology Co.,Ltd.",L,20091030,
1433,300018.SZ,中元股份,"Wuhan Zhongyuan Huadian Science & Technology Co.,Ltd.",L,20091030,
1434,300019.SZ,硅宝科技,"Chengdu Guibao Science & Technology Co., Ltd",L,20091030,
1435,300020.SZ,银江股份,"Enjoyor Co.,Ltd",L,20091030,
1436,300021.SZ,大禹节水,"DAYU Water-saving Group Co.,Ltd.",L,20091030,
1437,300022.SZ,吉峰科技,"Gifore Agricultural Science & Technology Service Co., Ltd.",L,20091030,
1438,300023.SZ,宝德股份,"Bode Energy Equipment Co., Ltd",L,20091030,
1439,300024.SZ,机器人,"Siasun Robot&Automation Co.,Ltd",L,20091030,
1440,300025.SZ,华星创业,"Hangzhou Huaxing Chuangye Communication Technology Co.,Ltd.",L,20091030,
1441,300026.SZ,红日药业,"Tianjin Chase Sun Pharmaceutical Co., Ltd.",L,20091030,
1442,300027.SZ,华谊兄弟,Huayi Brothers Media Corporation,L,20091030,
1443,300029.SZ,天龙光电,"Jiangsu Huasheng Tianlong Photoelectric Co.,Ltd.",L,20091225,
1444,300030.SZ,阳普医疗,"Guangzhou Improve Medical Instruments Co.,Ltd",L,20091225,
1445,300031.SZ,宝通科技,Wuxi Boton Technology Ltd.,L,20091225,
1446,300032.SZ,金龙机电,"Jinlong Machinery & Electronic Co., Ltd",L,20091225,
1447,300033.SZ,同花顺,"Hithink Royalflush Information Network Co.,Ltd.",L,20091225,
1448,300034.SZ,钢研高纳,"Gaona Aero Material Co.,Ltd.",L,20091225,
1449,300035.SZ,中科电气,"Hunan Zhongke Electric Co.,Ltd.",L,20091225,
1450,300036.SZ,超图软件,"Beijing Supermap Software Co., Ltd.",L,20091225,
1451,300037.SZ,新宙邦,"Shenzhen Capchem Technology Co.,Ltd.",L,20100108,
1452,300038.SZ,数知科技,"Beijing Shuzhi Technology Co.,Ltd",L,20100108,
1453,300039.SZ,上海凯宝,"Shanghai Kaibao Pharmaceutical Co.,Ltd.",L,20100108,
1454,300040.SZ,九洲电气,"Harbin Jiuzhou Electrical Co.,Ltd.",L,20100108,
1455,300041.SZ,回天新材,"Hubei Huitian New Materials Co., Ltd.",L,20100108,
1456,300042.SZ,朗科科技,"Netac Technology Co., Ltd.",L,20100108,
1457,300043.SZ,星辉娱乐,Rastar Group,L,20100120,
1458,300044.SZ,赛为智能,"Shenzhen Sunwin Intelligent Co.,Ltd.",L,20100120,
1459,300045.SZ,华力创通,Hwa Create Corporation,L,20100120,
1460,300046.SZ,台基股份,"Tech Semiconductors Co., Ltd.",L,20100120,
1461,300047.SZ,天源迪科,"Shenzhen Tianyuan Dic Information Technology Co.,Ltd.",L,20100120,
1462,300048.SZ,合康新能,"Hiconics Eco-Energy Technology Co., Ltd.",L,20100120,
1463,300049.SZ,福瑞股份,"Inner Mongolia Furui Medical Science Co., Ltd",L,20100120,
1464,300050.SZ,世纪鼎利,"DingLi Corp., Ltd.",L,20100120,
1465,300051.SZ,三五互联,"Xiamen 35.Com Technology Co., Ltd.",L,20100211,
1466,300052.SZ,中青宝,"Shenzhen Zqgame Co., Ltd.",L,20100211,
1467,300053.SZ,欧比特,"Zhuhai Orbita Aerospace Science & Technology Co.,Ltd",L,20100211,
1468,300054.SZ,鼎龙股份,"Hubei Dinglong CO.,Ltd.",L,20100211,
1469,300055.SZ,万邦达,"Beijing Water Business Doctor Co., Ltd.",L,20100226,
